time,accX,accY,accZ,gyroX,gyroY,gyroZ,magx,magy,magz
7.24,-0.808,-0.539,-0.146,-0.488,-18.616,6.958,0,0,0
7.25,-0.787,-0.527,-0.111,-1.221,-11.78,5.92,0,0,0
7.26,-0.818,-0.505,-0.126,3.601,-19.104,6.531,0,0,0
7.27,-0.823,-0.511,-0.117,7.385,-18.188,6.226,0,0,0
7.28,-0.913,-0.586,-0.129,12.634,-15.93,4.883,0,0,0
7.29,-0.899,-0.549,-0.148,3.784,-2.808,2.808,0,0,0
7.3,-0.896,-0.491,-0.149,-0.977,6.531,1.404,0,0,0
7.31,-0.824,-0.48,-0.135,1.465,11.536,4.333,0,0,0
7.32,-0.839,-0.473,-0.12,8.423,7.141,6.042,0,0,0
7.33,-0.867,-0.481,-0.139,15.93,7.019,5.493,0,0,0
7.34,-0.849,-0.52,-0.144,13.306,6.409,4.395,0,0,0
7.35,-0.872,-0.492,-0.149,8.484,7.446,6.531,0,0,0
7.36,-0.856,-0.5,-0.154,8.423,8.789,7.202,0,0,0
7.37,-0.85,-0.502,-0.139,10.315,11.658,8.972,0,0,0
7.38,-0.778,-0.521,-0.166,10.071,2.808,8.972,0,0,0
7.39,-0.803,-0.507,-0.134,7.263,-0.61,5.127,0,0,0
7.4,-0.84,-0.552,-0.148,4.883,1.16,4.211,0,0,0
7.41,-0.769,-0.572,-0.135,2.93,4.761,0.916,0,0,0
7.42,-0.847,-0.53,-0.131,7.69,6.714,0.854,0,0,0
7.43,-0.846,-0.525,-0.124,10.498,12.268,2.075,0,0,0
7.44,-0.891,-0.523,-0.11,11.719,14.832,4.089,0,0,0
7.45,-0.904,-0.526,-0.133,7.629,16.541,7.874,0,0,0
7.46,-0.858,-0.489,-0.139,0.977,22.949,5.554,0,0,0
7.47,-0.809,-0.491,-0.124,-1.587,12.085,4.028,0,0,0
7.48,-0.801,-0.446,-0.053,1.038,4.211,3.479,0,0,0
7.49,-0.826,-0.462,-0.114,4.822,-3.235,6.47,0,0,0
7.5,-0.813,-0.495,-0.133,11.597,1.038,7.08,0,0,0
7.51,-0.835,-0.526,-0.11,12.268,8.85,6.836,0,0,0
7.52,-0.853,-0.558,-0.133,9.216,18.005,5.676,0,0,0
7.53,-0.867,-0.559,-0.132,5.371,26.245,5.066,0,0,0
7.54,-0.812,-0.582,-0.119,-0.061,39.001,0,0,0,0
7.55,-0.821,-0.557,-0.079,1.343,34.119,-1.221,0,0,0
7.56,-0.786,-0.527,-0.082,2.502,23.132,-1.953,0,0,0
7.57,-0.813,-0.485,-0.075,7.935,16.357,0.61,0,0,0
7.58,-0.779,-0.523,-0.077,10.437,8.301,4.517,0,0,0
7.59,-0.803,-0.525,-0.074,8.85,2.136,7.69,0,0,0
7.6,-0.844,-0.539,-0.079,6.348,-3.601,9.827,0,0,0
7.61,-0.875,-0.509,-0.112,5.432,-5.615,11.047,0,0,0
7.62,-0.854,-0.527,-0.103,5.249,-2.991,11.169,0,0,0
7.63,-0.851,-0.504,-0.087,4.822,2.747,13.489,0,0,0
7.64,-0.854,-0.518,-0.094,4.089,2.686,12.695,0,0,0
7.65,-0.835,-0.541,-0.086,2.625,4.761,10.498,0,0,0
7.66,-0.802,-0.528,-0.079,3.601,1.404,7.996,0,0,0
7.67,-0.825,-0.527,-0.085,4.639,-1.099,7.812,0,0,0
7.68,-0.836,-0.52,-0.087,9.216,2.075,9.644,0,0,0
7.69,-0.822,-0.545,-0.082,11.475,4.883,11.902,0,0,0
7.7,-0.803,-0.534,-0.091,9.827,3.662,13,0,0,0
7.71,-0.798,-0.571,-0.094,5.92,1.465,13.977,0,0,0
7.72,-0.822,-0.562,-0.066,2.625,1.953,13.916,0,0,0
7.73,-0.808,-0.513,-0.086,2.808,0.793,11.536,0,0,0
7.74,-0.818,-0.568,-0.092,4.272,2.197,3.113,0,0,0
7.75,-0.834,-0.573,-0.079,2.502,2.319,0.61,0,0,0
7.76,-0.839,-0.575,-0.092,1.953,1.892,0.916,0,0,0
7.77,-0.815,-0.555,-0.093,1.648,1.343,5.005,0,0,0
7.78,-0.767,-0.543,-0.088,1.343,-0.427,6.592,0,0,0
7.79,-0.815,-0.507,-0.07,3.113,-0.488,8.85,0,0,0
7.8,-0.809,-0.549,-0.084,5.798,0.305,11.963,0,0,0
7.81,-0.82,-0.526,-0.078,4.517,-2.563,16.418,0,0,0
7.82,-0.819,-0.564,-0.078,4.089,-5.066,16.113,0,0,0
7.83,-0.83,-0.545,-0.082,2.258,-10.62,15.32,0,0,0
7.84,-0.859,-0.507,-0.083,3.662,-10.803,9.46,0,0,0
7.85,-0.816,-0.538,-0.087,3.845,-10.376,4.028,0,0,0
7.86,-0.797,-0.554,-0.085,5.066,-14.954,-0.305,0,0,0
7.87,-0.795,-0.552,-0.088,4.089,-19.226,-3.235,0,0,0
7.88,-0.8,-0.544,-0.053,-1.099,-20.142,-4.517,0,0,0
7.89,-0.785,-0.535,-0.067,-5.066,-18.799,-5.798,0,0,0
7.9,-0.821,-0.567,-0.068,-3.357,-20.142,-2.136,0,0,0
7.91,-0.789,-0.617,-0.094,-7.324,-17.456,-1.465,0,0,0
7.92,-0.829,-0.601,-0.07,-12.939,-14.954,-3.54,0,0,0
7.93,-0.869,-0.605,-0.073,-21.301,-19.775,-8.545,0,0,0
7.94,-0.87,-0.605,-0.07,-33.691,-15.015,-13.55,0,0,0
7.95,-0.841,-0.595,-0.069,-42.786,-18.372,-19.714,0,0,0
7.96,-0.849,-0.612,-0.056,-58.777,-32.532,-29.175,0,0,0
7.97,-0.753,-0.536,-0.277,-68.359,-29.175,-33.63,0,0,0
7.98,-0.785,-0.214,-0.351,-15.442,20.02,-13.123,0,0,0
7.99,-0.734,-0.55,-0.108,-5.676,5.066,-1.16,0,0,0
8,-0.724,-0.545,-0.071,5.554,4.883,8.362,0,0,0
8.01,-0.853,-0.531,-0.076,5.371,-8.972,5.981,0,0,0
8.02,-0.857,-0.548,-0.087,2.747,-13.428,4.15,0,0,0
8.03,-0.88,-0.579,-0.08,-1.465,-9.949,1.892,0,0,0
8.04,-0.874,-0.561,-0.071,-11.353,-5.676,-2.014,0,0,0
8.05,-0.985,-0.35,-0.362,-15.015,4.333,-5.432,0,0,0
8.06,-0.747,-0.524,-0.032,-7.751,3.052,-5.981,0,0,0
8.07,-0.765,-0.581,-0.04,-10.254,0.793,-3.357,0,0,0
8.08,-0.793,-0.464,-0.073,-24.78,-3.845,-9.216,0,0,0
8.09,-0.787,-0.476,-0.103,-7.202,-4.211,-1.404,0,0,0
8.1,-0.793,-0.476,-0.067,6.348,2.991,6.226,0,0,0
8.11,-0.761,-0.516,-0.053,8.301,-9.949,11.475,0,0,0
8.12,-0.781,-0.519,-0.062,11.536,-24.902,13.184,0,0,0
8.13,-0.802,-0.528,-0.082,13.367,-30.396,16.602,0,0,0
8.14,-0.919,-0.586,-0.045,3.479,-27.283,12.756,0,0,0
8.15,-0.905,-0.614,-0.075,-15.747,-28.076,0.549,0,0,0
8.16,-0.863,-0.426,-0.149,-21.912,-15.686,-0.366,0,0,0
8.17,-0.827,-0.504,-0.102,-5.859,-5.005,4.944,0,0,0
8.18,-0.846,-0.474,-0.151,3.418,-6.531,9.521,0,0,0
8.19,-0.821,-0.514,-0.117,17.944,5.615,15.93,0,0,0
8.2,-0.878,-0.522,-0.114,24.963,9.216,13.611,0,0,0
8.21,-0.837,-0.551,-0.081,25.574,11.902,11.719,0,0,0
8.22,-0.831,-0.522,-0.091,19.653,1.587,8.606,0,0,0
8.23,-0.811,-0.548,-0.125,17.09,-9.46,7.69,0,0,0
8.24,-0.832,-0.562,-0.06,28.32,5.31,13.489,0,0,0
8.25,-0.788,-0.536,-0.089,19.836,4.333,4.578,0,0,0
8.26,-0.819,-0.555,-0.112,21.179,9.399,3.845,0,0,0
8.27,-0.832,-0.536,-0.111,11.963,20.569,4.333,0,0,0
8.28,-0.83,-0.541,-0.092,10.132,11.047,-1.16,0,0,0
8.29,-0.84,-0.528,-0.115,8.85,10.193,-7.568,0,0,0
8.3,-0.827,-0.536,-0.106,11.963,13.306,-10.071,0,0,0
8.31,-0.839,-0.513,-0.104,14.404,7.141,-8.972,0,0,0
8.32,-0.852,-0.531,-0.148,10.986,7.385,-3.357,0,0,0
8.33,-0.872,-0.534,-0.138,9.216,13.184,-5.859,0,0,0
8.34,-0.87,-0.483,-0.098,14.954,25.818,-9.583,0,0,0
8.35,-0.866,-0.47,-0.111,18.921,31.494,-12.878,0,0,0
8.36,-0.919,-0.464,-0.098,15.503,32.654,-11.841,0,0,0
8.37,-0.884,-0.499,-0.07,8.606,-6.042,-11.658,0,0,0
8.38,-0.878,-0.421,0.006,12.878,24.78,-13.977,0,0,0
8.39,-0.85,-0.499,-0.051,2.808,5.92,-15.198,0,0,0
8.4,-0.763,-0.458,-0.124,-7.812,2.502,-6.714,0,0,0
8.41,-0.781,-0.507,-0.038,-6.958,-1.77,3.54,0,0,0
8.42,-0.853,-0.492,-0.009,-4.883,0.916,7.629,0,0,0
8.43,-0.861,-0.578,-0.069,0.488,1.465,10.803,0,0,0
8.44,-0.848,-0.524,-0.083,-2.991,1.343,5.615,0,0,0
8.45,-0.878,-0.47,-0.064,1.343,6.653,4.639,0,0,0
8.46,-0.832,-0.514,-0.082,7.202,4.578,1.587,0,0,0
8.47,-0.843,-0.456,-0.075,7.019,0.366,1.709,0,0,0
8.48,-0.874,-0.446,-0.066,14.893,6.409,3.723,0,0,0
8.49,-0.799,-0.454,-0.067,19.043,9.644,4.7,0,0,0
8.5,-0.829,-0.52,-0.094,12.085,-4.761,5.615,0,0,0
8.51,-0.772,-0.566,-0.064,3.174,-16.663,3.967,0,0,0
8.52,-0.835,-0.518,-0.051,-1.221,-17.029,5.066,0,0,0
8.53,-0.874,-0.522,-0.062,3.54,-12.695,6.348,0,0,0
8.54,-0.852,-0.582,-0.103,3.662,5.249,5.371,0,0,0
8.55,-0.867,-0.505,-0.062,2.014,9.766,4.578,0,0,0
8.56,-0.784,-0.567,-0.083,-1.099,10.62,2.991,0,0,0
8.57,-0.794,-0.544,-0.064,-4.639,-1.831,2.808,0,0,0
8.58,-0.831,-0.561,-0.084,-10.498,-20.813,4.639,0,0,0
8.59,-0.841,-0.525,-0.061,-13.672,-25.574,2.563,0,0,0
8.6,-0.81,-0.562,-0.103,-16.113,-27.649,3.235,0,0,0
8.61,-0.879,-0.51,-0.071,-17.151,-16.296,2.38,0,0,0
8.62,-0.94,-0.459,-0.068,-13.733,6.348,7.874,0,0,0
8.63,-0.791,-0.51,-0.1,-16.724,-7.202,6.287,0,0,0
8.64,-0.808,-0.524,-0.073,-18.616,-7.324,5.127,0,0,0
8.65,-0.962,-0.547,-0.052,-18.921,12.146,-1.77,0,0,0
